Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Tomaz Feichter,K,WPG,34,500000,2028,74,74,23,0,3,0,3,7,0,1,0,0,0,0,2,27,0,0,5,87,79,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,19,19,0,0,0,0
Patrick Slate,K,ANC,40,500000,2025,38,38,44,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,86,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0
Andrew Frierson,K,BUF,29,500000,2026,65,65,20,14,33,83,2,3,6,22,28,5,1,0,2,22,0,0,0,83,58,15,17,0,0,8,8,0,0,0,0,0,0,0,0,0,0,7,7,6,6,65,65,1,1,16,16,14,14
Tim Cameron,K,MNL,28,760000,2029,75,75,14,14,41,33,29,2,6,15,3,0,0,27,33,44,0,0,1,81,92,42,27,1,1,4,4,0,0,0,0,5,5,0,0,2,2,18,18,15,15,75,75,15,15,22,22,18,18
Quinn Adams,K,HOU,24,500000,2027,59,68,28,14,46,49,3,27,33,20,15,0,6,7,17,10,6,0,0,80,52,19,24,10,16,9,14,0,4,1,3,2,8,2,9,5,8,8,15,8,12,59,68,5,11,29,34,23,27
Robert Smith,K,NJ,24,500000,2028,54,59,16,9,49,38,20,10,43,7,2,15,0,0,0,17,0,14,2,80,48,34,11,9,16,3,5,0,6,0,1,0,5,0,3,3,7,11,18,10,14,54,59,6,12,30,34,21,27
Denzel Byrne,K,PRO,31,500000,2025,38,38,39,0,45,22,3,7,17,1,21,0,2,0,17,5,18,4,2,80,28,71,21,3,3,7,7,0,0,0,0,0,0,2,2,6,6,6,6,8,8,38,38,27,27,22,22,16,16
Michael Johnson,K,RIO,31,500000,2026,63,63,40,11,14,19,32,3,15,30,0,14,0,13,25,29,0,0,0,78,60,28,67,7,7,0,0,0,0,2,2,2,2,0,0,0,0,3,3,1,1,63,63,29,29,3,3,4,4
Logan Bryant,K,ABQ,28,500000,2026,44,44,33,4,9,11,1,9,4,0,1,2,10,9,0,33,5,9,0,78,40,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,44,44,5,5,0,0,0,0
Joshua Haygood,K,SF,27,500000,2026,50,50,41,18,41,50,28,28,28,3,0,2,5,12,0,17,7,19,0,77,47,32,27,15,16,4,6,0,0,3,4,3,3,7,8,8,8,9,10,10,10,50,50,11,11,20,20,15,15
Myke Solomon,K,JKT,22,500000,2026,44,58,46,37,52,42,11,16,2,13,16,0,6,0,1,13,0,0,0,76,42,20,15,8,19,16,25,0,9,7,12,9,15,12,22,12,22,12,19,13,22,44,58,2,7,36,46,27,39
