Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Kyle Randolph,P,OAK,26,590000,2026,69,69,8,31,38,33,25,0,15,19,2,0,15,5,0,38,5,0,9,40,24,100,53,2,5,6,9,0,0,0,0,0,2,3,3,7,7,15,15,14,14,13,16,69,69,21,22,18,18
Daren Johns,P,LAE,34,500000,2025,69,69,17,7,0,55,6,16,18,3,23,0,0,0,0,21,0,0,3,22,46,92,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,69,69,0,0,0,0
Dexter White,P,IST,26,500000,2027,65,65,34,0,17,44,19,34,6,16,5,0,0,0,0,26,0,0,0,37,14,87,57,6,6,0,2,0,1,0,3,0,0,0,1,0,1,3,6,0,0,8,9,65,65,2,2,1,2
Corey McDonald,P,HAW,33,500000,2027,56,56,53,9,9,52,0,8,15,9,0,0,0,0,2,0,0,0,0,34,15,83,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,56,56,0,0,0,0
Eddie Austin,P,ORL,26,500000,2025,43,45,24,7,42,41,17,4,20,22,3,3,0,0,11,53,15,0,0,40,31,83,33,4,6,2,2,0,0,0,3,0,3,0,0,7,10,22,25,21,21,16,16,43,45,25,28,21,23
Tyler Davis,P,NYC,27,500000,2028,64,64,35,4,40,62,17,16,22,3,0,0,0,0,0,8,12,0,0,39,42,82,58,6,6,0,0,0,1,0,0,0,0,0,0,3,3,5,5,6,6,20,20,64,64,19,19,14,14
J.R. Boyd,P,BOS,28,500000,2026,44,44,46,15,49,14,57,6,22,10,8,0,4,17,0,2,15,0,11,35,6,81,37,17,17,9,9,0,0,3,3,4,4,8,8,11,11,6,6,9,9,5,5,44,44,31,31,22,22
King Marshall,P,SF,32,500000,2028,63,63,29,0,5,52,24,15,0,15,1,0,0,0,0,21,0,0,0,31,15,80,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,63,63,0,0,0,0
Dayvon Frere,P,TPA,25,500000,2029,64,66,36,11,48,33,20,17,24,0,8,4,0,0,0,69,1,0,0,29,24,80,60,9,13,6,6,0,2,0,1,0,4,2,6,7,8,37,40,28,32,9,10,64,66,26,30,18,22
Gabe Turner,P,DEN,32,500000,2026,50,50,43,0,4,16,8,0,11,0,10,0,0,0,0,0,0,0,0,34,18,79,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,50,50,0,0,0,0
J.R. White,P,ROM,35,500000,2025,38,38,43,0,0,0,9,8,12,0,0,0,0,2,0,15,0,0,2,27,30,79,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,38,38,0,0,0,0
Sam Rowley,P,FA,31,500000,2025,29,29,19,36,46,42,3,22,30,13,0,14,13,0,0,30,0,0,2,48,26,79,15,7,7,9,9,0,0,5,5,4,4,6,6,9,9,15,15,15,15,17,17,29,29,28,28,22,22
Shelton Streeter,P,PHI,23,620000,2029,69,80,32,18,62,31,15,42,22,30,5,0,17,3,0,36,0,0,9,26,39,78,75,15,25,14,19,2,11,5,9,2,7,7,15,10,15,24,30,22,31,14,22,69,80,57,69,48,57
Ryan Hydrick,P,MIA,38,500000,2025,45,45,22,1,0,0,0,27,0,0,0,15,0,0,0,2,0,0,0,22,32,78,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,45,45,0,0,0,0
Jack Wilkerson,P,NJ,23,500000,2027,56,66,37,33,49,64,35,5,19,17,9,0,0,0,0,18,2,0,0,26,38,77,53,12,18,11,18,0,9,2,4,6,13,9,18,11,18,12,17,13,21,13,19,56,66,33,43,25,34
Alex Bishop,P,EDM,27,500000,2027,51,51,14,6,52,31,14,17,3,0,0,0,0,0,2,21,0,0,11,31,32,77,48,0,0,2,2,0,0,0,1,0,0,0,0,2,3,14,14,12,12,13,13,51,51,32,32,21,21
Steve Stratton,P,DP,21,500000,2026,33,44,23,6,38,31,14,19,19,9,0,0,9,7,0,2,2,0,0,25,23,77,24,4,16,0,3,0,11,0,5,0,7,0,9,0,7,1,12,2,11,7,15,33,44,19,29,14,23
Matt Clarke,P,QUE,23,500000,2025,38,47,19,1,26,29,32,12,19,11,3,0,0,0,0,4,25,0,7,33,25,76,33,5,11,0,4,0,9,0,6,0,4,0,4,2,7,0,4,1,5,11,17,38,47,9,15,6,12
Korey Dade,P,CLE,31,580000,2029,75,75,3,27,24,57,6,31,4,23,0,13,0,0,3,16,3,1,0,15,19,74,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,75,75,10,10,10,10
Adrian Pace,P,MON,22,500000,2025,39,51,32,7,9,24,36,14,3,15,14,0,0,3,8,17,7,0,8,39,26,74,36,5,15,0,5,0,8,0,7,0,6,0,7,0,6,0,6,0,5,14,24,39,51,0,9,0,7
DeAndre Gibson,P,BER,28,500000,2026,48,48,45,38,11,16,31,5,39,0,0,0,8,2,18,23,3,13,0,58,30,74,48,13,13,0,0,0,0,6,6,9,9,8,8,5,5,0,0,1,1,24,24,48,48,0,0,0,0
Jack Young,P,JAX,23,500000,2027,53,63,52,19,44,26,18,27,7,16,7,0,16,16,4,15,0,0,19,31,29,73,53,11,19,10,14,3,8,9,16,7,11,9,19,8,12,10,14,9,16,11,19,53,63,25,35,21,30
Devonte Browning,P,STL,31,500000,2025,63,63,17,24,23,31,13,6,17,24,0,30,0,16,7,53,0,0,0,41,22,73,64,1,1,0,0,0,0,1,1,1,1,0,0,1,1,15,15,12,12,13,13,63,63,9,9,9,9
Tyler Sherrill,P,BUF,32,500000,2027,53,53,20,2,29,81,23,27,36,12,0,3,4,21,0,15,0,1,0,56,36,73,53,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,27,27,53,53,12,12,9,9
John Owens,P,FA,24,500000,2025,29,34,25,18,47,28,4,16,24,14,0,7,9,0,2,7,0,0,19,29,26,73,22,5,11,6,7,0,7,1,2,0,2,4,8,5,7,7,11,7,14,10,12,29,34,30,38,22,29
Dustin Maples,P,IND,27,500000,2025,41,41,43,4,32,32,58,42,18,5,5,0,0,20,0,37,9,4,0,18,31,72,40,20,20,0,0,0,1,0,0,0,0,1,1,3,4,13,13,12,12,8,8,41,41,13,15,9,9
Junior Mendenhall,P,SEL,34,500000,2025,62,62,25,0,3,16,0,15,0,0,0,0,8,0,0,13,0,0,0,21,17,71,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,62,62,0,0,0,0
Lamar Russell,P,MXC,24,500000,2027,67,76,28,4,30,16,15,12,18,23,0,0,2,0,20,32,0,0,16,31,18,70,78,4,7,0,0,0,3,0,5,0,2,0,5,0,2,10,15,7,10,8,14,67,76,15,21,13,20
Deshawn Miller,P,DEL,26,500000,2026,62,63,25,44,37,20,3,8,31,5,2,0,12,0,17,30,0,0,0,36,37,70,65,5,5,9,11,0,3,6,6,9,12,8,8,9,9,12,12,12,15,17,19,62,63,18,21,14,14
Elijah Fortson,P,RAL,25,500000,2027,57,59,33,1,41,10,3,5,0,24,0,0,0,0,12,16,0,0,0,28,39,70,61,0,1,1,3,0,5,0,3,0,2,0,5,0,3,8,11,7,12,14,19,57,59,24,26,21,26
Hunter McFarland,P,WAS,30,500000,2025,53,53,47,14,31,15,6,12,0,0,0,0,0,0,0,2,0,9,0,62,51,70,57,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,41,41,53,53,11,11,7,7
Brian Azubuike,P,PRO,24,500000,2025,42,49,50,23,33,33,19,9,27,20,0,5,0,16,0,22,0,14,4,45,16,70,44,11,19,4,9,0,3,4,6,6,10,8,13,7,12,8,13,7,11,12,18,42,49,17,21,15,21
Alex Thomas,P,BKN,23,500000,2025,38,44,25,31,38,20,28,16,19,14,12,2,3,39,4,5,4,9,3,27,14,70,37,10,18,9,11,0,6,4,9,9,14,6,11,7,15,3,7,5,13,5,12,38,44,20,25,16,21
Coltin Washington,P,DP,22,500000,2026,38,47,34,1,43,15,20,17,6,22,0,0,5,0,0,26,0,0,0,22,17,70,37,5,15,2,4,0,10,0,7,0,5,0,10,1,7,13,20,10,20,4,10,38,47,26,36,21,33
