Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Jacob Patterson,K,POR,27,500000,2029,64,64,33,35,34,61,39,2,29,41,8,0,0,11,0,5,0,6,12,100,40,40,53,15,15,8,8,0,0,2,2,6,6,9,9,7,8,1,1,3,3,64,64,28,28,21,22,22,23
Elijah Saxton,K,NYC,31,500000,2027,70,70,20,5,38,60,4,31,49,16,17,32,0,0,2,7,2,6,26,97,60,36,62,12,12,5,5,0,0,0,0,0,0,0,0,1,1,3,3,3,3,70,70,32,32,19,19,16,16
T.J. Millard,K,SEL,25,500000,2027,66,69,17,8,39,31,32,37,9,20,0,0,2,5,0,16,0,0,0,95,51,43,37,9,12,0,0,0,2,0,4,0,3,0,3,0,0,7,9,6,10,66,69,19,22,22,23,18,20
Miles Fuhrman,K,DEN,23,550000,2028,71,81,40,20,38,44,19,1,8,24,0,8,0,1,0,4,1,1,0,88,72,36,24,4,10,4,8,0,5,1,3,1,8,4,10,4,9,3,11,3,11,71,81,11,16,22,29,19,25
Andre Stephens,K,HOU,26,700000,2026,71,73,38,1,14,37,6,3,7,2,2,0,2,0,0,15,3,2,0,87,71,19,31,0,2,0,2,0,2,0,3,0,1,0,2,0,3,0,3,0,1,71,73,8,9,0,1,0,2
Javon Lane,K,MON,28,500000,2025,45,45,25,0,27,69,22,18,33,24,0,0,0,0,3,30,0,31,1,83,36,39,15,9,9,0,0,0,0,0,1,0,0,0,0,0,0,8,8,5,5,45,45,9,9,12,12,11,11
C.J. Gage,K,MIA,33,500000,2026,45,45,33,29,37,8,16,11,0,19,0,4,0,1,0,24,0,0,0,83,36,49,17,3,3,5,5,0,0,1,1,3,3,5,5,6,6,10,10,9,9,45,45,14,14,20,20,18,18
Rickey Keller,K,KEN,36,500000,2025,39,39,29,0,0,25,10,16,10,0,0,0,0,0,0,4,0,0,26,83,27,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0
Alex Adkins,K,AUS,27,500000,2027,64,64,24,27,4,57,18,11,14,35,0,0,0,0,0,20,4,2,0,82,57,52,16,3,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,64,64,14,15,0,0,0,0
Dionte Clayton,K,PAR,27,560000,2025,72,72,46,8,56,70,29,19,45,30,4,38,0,23,4,18,0,2,1,81,81,35,29,20,20,10,10,4,4,7,9,4,4,5,5,7,7,15,15,14,14,72,72,13,13,48,48,40,41
